,DataYear,BuildingType,PrimaryPropertyType,Neighborhood,NumberofBuildings,NumberofFloors,LargestPropertyUseType,ENERGYSTARScore,TotalGHGEmissions,Latitude,Longitude,BuildingAge,Electricity,NaturalGas,SteamUse,GFAPerBuilding,GFAPerFloor,GFABuildingRate,GFAParkingRate,SiteEnergyUse(kBtu)
2447,2016,NONRESIDENTIAL,Medical,EAST,1.0,6.0,Senior Care Community,1.0,183.79,47.61318,-122.32747,47.0,0.5980169925847749,0.40198293799142937,0.0,95117.0,15852.833333333334,0.7257903424203875,0.27420965757961246,7202141.5
2449,2016,NONRESIDENTIAL,Worship Facility,EAST,1.0,2.0,Worship Facility,69.0,5.66,47.61426,-122.32661,106.0,0.7802585335868628,0.21974297671566592,0.0,24600.0,12300.0,1.0,0.0,331059.5
2451,2016,NONRESIDENTIAL,Worship Facility,EAST,1.0,1.0,Worship Facility,,65.05,47.60514,-122.32613,,0.22560169180346984,0.007410573113470346,0.7669873824672855,48850.0,48850.0,1.0,0.0,1063480.5
2460,2016,NONRESIDENTIAL,Medical,SOUTHWEST,0.0,3.0,Hospital (General Medical & Surgical),,14.21,47.58767,-122.38672,55.0,0.9999996932847456,0.0,0.0,,18287.666666666668,1.0,0.0,2037720.625
2467,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,,65.89,47.55317,-122.33289,52.0,0.4331704396282472,0.566829623214122,0.0,25000.0,25000.0,1.0,0.0,1989103.875
2468,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,,8.61,47.55544,-122.33294,56.0,0.500803635952043,0.4991946226916145,0.0,25000.0,25000.0,1.0,0.0,287132.5
2469,2016,NONRESIDENTIAL,Other,GREATER DUWAMISH,1.0,1.0,Manufacturing/Industrial Plant,,26.56,47.55523,-122.33448,89.0,0.4075002032666218,0.5925002004406708,0.0,22622.0,22622.0,1.0,0.0,774075.6875
2470,2016,NONRESIDENTIAL,Office,EAST,1.0,3.0,Office,94.0,17.41,47.61543,-122.32657,99.0,0.785248154080651,0.21475233057162313,0.0,27544.0,9181.333333333334,1.0,0.0,1031667.5
2484,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,7.0,Office,,10.31,47.61161,-122.34592,27.0,0.999999830964498,0.0,0.0,47415.0,6773.571428571428,1.0,0.0,1478979.25
2490,2016,NONRESIDENTIAL,Other,MAGNOLIA / QUEEN ANNE,1.0,3.0,Other,,95.38,47.63644,-122.34218,55.0,0.2392285253131585,0.7607710335719324,0.0,22960.0,7653.333333333333,1.0,0.0,2266983.0
2492,2016,NONRESIDENTIAL,Supermarket,EAST,1.0,1.0,Supermarket/Grocery Store,17.0,393.07,47.62048,-122.31386,18.0,0.5670106973125186,0.4329892341277103,0.0,44739.0,44739.0,1.0,0.0,14585813.0
2496,2016,NONRESIDENTIAL,Mixed Use Property,NORTHEAST,1.0,1.0,Retail Store,,120.86,47.66816,-122.27706,68.0,0.09081279350561774,0.9091872064943822,0.0,22778.0,22778.0,1.0,0.0,2470566.0
2497,2016,NONRESIDENTIAL,Worship Facility,BALLARD,1.0,2.0,Worship Facility,20.0,37.28,47.68517,-122.38733,60.0,0.2189532605911819,0.7810467394088181,0.0,21562.0,10781.0,1.0,0.0,866806.0
2499,2016,NONRESIDENTIAL,Other,CENTRAL,1.0,1.0,Other,,62.51,47.62322,-122.29006,57.0,0.16801242117717102,0.8319873974176244,0.0,25753.0,25753.0,1.0,0.0,1378130.25
2501,2016,SCHOOL,School,EAST,1.0,3.0,K-12 School,85.0,69.18,47.63408,-122.28483,91.0,0.338499736302016,0.6615004669334245,0.0,38297.0,12765.666666666666,1.0,0.0,1845150.625
2513,2016,NONRESIDENTIAL,Worship Facility,SOUTHEAST,1.0,1.0,Worship Facility,73.0,22.38,47.53857,-122.28026,48.0,0.5642363979724768,0.4357639801331219,0.0,24200.0,24200.0,1.0,0.0,826488.6875
2518,2016,NONRESIDENTIAL,Hotel,MAGNOLIA / QUEEN ANNE,1.0,4.0,Residence Hall/Dormitory,,49.79,47.63651,-122.34418,35.0,0.5311190756237223,0.46888078074502393,0.0,23513.0,5878.25,0.9059669119210649,0.09403308807893505,1740568.25
2525,2016,NONRESIDENTIAL,Entrepot,DELRIDGE,1.0,3.0,Self-Storage Facility,,18.81,47.56785,-122.37039,22.0,0.5144063575050322,0.4855936424949678,0.0,66610.0,22203.333333333332,1.0,0.0,640377.0
2526,2016,NONRESIDENTIAL,Other,GREATER DUWAMISH,1.0,1.0,Other,,58.79,47.56774,-122.33289,66.0,0.8016436949126161,0.19835609938553428,0.0,36000.0,36000.0,1.0,0.0,3646053.75
2537,2016,NONRESIDENTIAL,School,NORTHWEST,1.0,2.0,K-12 School,62.0,55.06,47.71387,-122.3535,78.0,0.17277594156311593,0.8272239559663712,0.0,23222.0,11611.0,1.0,0.0,1219863.125
2540,2016,NONRESIDENTIAL,Mixed Use Property,EAST,1.0,2.0,Fitness Center/Health Club/Gym,,91.69,47.61426,-122.3253,92.0,0.40461271591290826,0.5953871901746556,0.0,24476.0,12238.0,1.0,0.0,2662054.25
2542,2016,NONRESIDENTIAL,Retail Store,EAST,0.0,2.0,Retail Store,,28.07,47.61386,-122.32481,106.0,0.37338826655576063,0.62661197310869,0.0,,12375.0,1.0,0.0,782343.8125
2545,2016,NONRESIDENTIAL,School,EAST,1.0,3.0,K-12 School,52.0,121.63,47.61339,-122.32594,112.0,0.4239556518818919,0.5760442102025772,0.0,60000.0,20000.0,1.0,0.0,3625407.5
2546,2016,NONRESIDENTIAL,Other,EAST,1.0,2.0,Other,,17.31,47.61449,-122.32592,62.0,0.6077884695187034,0.39221198301409105,0.0,46560.0,23280.0,1.0,0.0,690557.6875
2553,2016,NONRESIDENTIAL,Other,MAGNOLIA / QUEEN ANNE,1.0,3.0,Bank Branch,61.0,10.04,47.63303,-122.34268,36.0,0.9999998264556854,0.0,0.0,30408.0,10136.0,1.0,0.0,1440554.25
2557,2016,NONRESIDENTIAL,Office,MAGNOLIA / QUEEN ANNE,1.0,3.0,Office,89.0,34.03,47.63439,-122.34078,96.0,0.6478631146256223,0.3521370559302004,0.0,30109.0,10036.333333333334,1.0,0.0,1465795.75
2559,2016,SCHOOL,School,SOUTHWEST,1.0,2.0,K-12 School,82.0,47.18,47.55257,-122.38019,52.0,0.5872528143845956,0.41274718561540436,0.0,39929.0,19964.5,1.0,0.0,1813718.0
2561,2016,NONRESIDENTIAL,Office,MAGNOLIA / QUEEN ANNE,1.0,2.0,Office,92.0,38.59,47.63985,-122.36712,56.0,0.2391134284996768,0.7608862307524292,0.0,25481.0,12740.5,1.0,0.0,917100.3125
2571,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,2.0,Office,73.0,35.99,47.62298,-122.33082,104.0,0.7830734530573255,0.216926429007368,0.0,27788.0,13894.0,1.0,0.0,2119806.25
2581,2016,NONRESIDENTIAL,Hotel,NORTHWEST,1.0,4.0,Hotel,73.0,58.52,47.729,-122.34473,26.0,0.49858139510059485,0.5014184762919168,0.0,41704.0,10426.0,0.7941684250911184,0.20583157490888165,1943899.25
2584,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,2.0,Non-Refrigerated Warehouse,53.0,22.33,47.56683,-122.33358,75.0,0.32927907474852197,0.6707207129755167,0.0,22324.0,11162.0,1.0,0.0,588856.125
2585,2016,NONRESIDENTIAL,Other,GREATER DUWAMISH,1.0,2.0,Other,,39.65,47.5661,-122.33358,70.0,0.6529410545686046,0.3470588005129533,0.0,31360.0,15680.0,1.0,0.0,1725108.25
2586,2016,NONRESIDENTIAL,Mixed Use Property,GREATER DUWAMISH,1.0,1.0,Retail Store,,46.01,47.56555,-122.33362,69.0,0.6504774407354436,0.3495224337725178,0.0,30496.0,30496.0,1.0,0.0,1992158.25
2592,2016,NONRESIDENTIAL,Office,EAST,1.0,3.0,Office,84.0,12.57,47.61545,-122.3238,94.0,0.8970179234252252,0.10298172681073137,0.0,27600.0,9200.0,1.0,0.0,1072151.375
2601,2016,NONRESIDENTIAL,Medical,NORTHWEST,1.0,2.0,Senior Care Community,98.0,203.21,47.66312,-122.35311,55.0,0.43320750694397697,0.5667924930560231,0.0,55974.0,27987.0,1.0,0.0,6135173.0
2604,2016,SCHOOL,School,GREATER DUWAMISH,1.0,2.0,K-12 School,75.0,60.2,47.53074,-122.28491,45.0,0.5686618382371977,0.43133816176280226,0.0,52901.0,26450.5,1.0,0.0,2240342.0
2606,2016,NONRESIDENTIAL,Medical,NORTH,1.0,1.0,Senior Care Community,95.0,70.92,47.70883,-122.28887,62.0,0.3753512738724916,0.6246487261275083,0.0,22583.0,22583.0,1.0,0.0,1981360.0
2609,2016,NONRESIDENTIAL,Office,LAKE UNION,0.0,3.0,Office,35.0,16.07,47.66117,-122.3391,19.0,0.9999997831408021,0.0,0.0,,10562.0,0.7677838793157862,0.23221612068421385,2305643.5
2610,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,3.0,Office,92.0,5.02,47.6483,-122.33438,35.0,1.000000433924909,0.0,0.0,26694.0,8898.0,0.773956694388252,0.22604330561174796,720170.6875
2615,2016,NONRESIDENTIAL,Hotel,GREATER DUWAMISH,1.0,3.0,Hotel,85.0,41.88,47.54774,-122.32091,24.0,0.42148052887513565,0.5785194711248643,0.0,22452.0,7484.0,1.0,0.0,1244150.0
2620,2016,NONRESIDENTIAL,Other,NORTHEAST,1.0,2.0,Bank Branch,22.0,11.02,47.66148,-122.31279,104.0,0.9999995257225183,0.0,0.0,25767.0,12883.5,1.0,0.0,1581352.75
2621,2016,NONRESIDENTIAL,Retail Store,NORTHEAST,1.0,4.0,Retail Store,75.0,38.21,47.66188,-122.31279,63.0,0.6967852397989559,0.3032146230519862,0.0,33910.0,8477.5,1.0,0.0,1822834.25
2622,2016,NONRESIDENTIAL,Worship Facility,NORTHEAST,1.0,2.0,Worship Facility,,87.41,47.6645,-122.31224,89.0,0.3817295527660777,0.6182703457072969,0.0,78401.0,39200.5,1.0,0.0,2462408.25
2632,2016,NONRESIDENTIAL,Entrepot,LAKE UNION,1.0,2.0,Non-Refrigerated Warehouse,38.0,48.13,47.64748,-122.33435,37.0,0.89692609954321,0.10307371769937905,0.0,78716.0,39358.0,1.0,0.0,4103800.75
2633,2016,NONRESIDENTIAL,School,LAKE UNION,1.0,2.0,K-12 School,92.0,69.2,47.66389,-122.33692,106.0,0.21063517739522172,0.7893650577537675,0.0,33300.0,16650.0,1.0,0.0,1594733.625
2634,2016,NONRESIDENTIAL,Supermarket,LAKE UNION,1.0,1.0,Supermarket/Grocery Store,29.0,226.73,47.66185,-122.33594,59.0,0.6188446214794224,0.38115527020844453,0.0,28808.0,28808.0,1.0,0.0,9232576.0
2645,2016,NONRESIDENTIAL,Office,NORTHEAST,1.0,1.0,Office,58.0,7.67,47.66345,-122.3134,59.0,1.00000022716952,0.0,0.0,27966.0,27966.0,0.74955302867768,0.25044697132231997,1100499.75
2646,2016,NONRESIDENTIAL,Supermarket,NORTHEAST,1.0,1.0,Supermarket/Grocery Store,37.0,156.18,47.66429,-122.31389,66.0,0.704985153979729,0.2950147801272802,0.0,26226.0,26226.0,1.0,0.0,7588060.5
2648,2016,NONRESIDENTIAL,Mixed Use Property,NORTHEAST,1.0,2.0,Bank Branch,17.0,8.09,47.6616,-122.31393,40.0,0.9999998922234591,0.0,0.0,34948.0,17474.0,0.5491873640837817,0.4508126359162184,1159807.125
2657,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,3.0,Office,,43.21,47.6342,-122.32661,18.0,0.9999999193265314,0.0,0.0,37639.0,12546.333333333334,0.734344695661415,0.265655304338585,6197824.5
2659,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,4.0,Office,64.0,6.14,47.60102,-122.33378,,0.9999997872669181,0.0,0.0,22840.0,5710.0,1.0,0.0,881386.1875
2660,2016,NONRESIDENTIAL,Other,DOWNTOWN,1.0,1.0,Museum,,9.72,47.60135,-122.33327,,0.8912338215554283,0.10876633264431747,0.0,21420.0,21420.0,1.0,0.0,810636.875
2661,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,1.0,Office,94.0,4.76,47.6011,-122.33197,,1.0,0.0,0.0,20880.0,20880.0,1.0,0.0,683274.0
2663,2016,NONRESIDENTIAL,Mixed Use Property,DOWNTOWN,1.0,3.0,Office,,18.62,47.59938,-122.33197,50.0,0.7714330431228391,0.22856707446491398,0.0,26000.0,8666.666666666666,1.0,0.0,1063035.875
2664,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,3.0,Office,,43.91,47.59954,-122.33201,,0.6602591040974677,0.33974102484981833,0.0,38675.0,12891.666666666666,1.0,0.0,1938776.75
2665,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,4.0,Office,,185.33,47.59986,-122.33195,87.0,0.4076231398674755,0.5179618210026944,0.07441503912983018,49951.0,12487.75,1.0,0.0,5134446.0
2668,2016,NONRESIDENTIAL,Medical,SOUTHEAST,1.0,2.0,Medical Office,8.0,19.81,47.5195,-122.26935,6.0,0.9300063152487185,0.06999329849753731,0.0,25880.0,12940.0,1.0,0.0,1941728.75
2672,2016,NONRESIDENTIAL,Worship Facility,NORTHEAST,1.0,3.0,Worship Facility,,37.43,47.66517,-122.31037,89.0,0.4005381094556823,0.5994618905443176,0.0,41013.0,13671.0,1.0,0.0,1080821.0
2674,2016,NONRESIDENTIAL,Other,NORTHEAST,1.0,2.0,Social/Meeting Hall,,53.88,47.66453,-122.30999,12.0,0.4124255808728039,0.5875745772512878,0.0,21075.0,10537.5,1.0,0.0,1581036.75
2676,2016,NONRESIDENTIAL,Worship Facility,NORTHEAST,1.0,3.0,Worship Facility,83.0,47.03,47.67842,-122.31949,66.0,0.49138775948089175,0.5086117550808796,0.0,46485.0,15495.0,1.0,0.0,1544995.75
2681,2016,NONRESIDENTIAL,Office,NORTHWEST,1.0,4.0,Office,96.0,28.46,47.67819,-122.3231,51.0,0.7111900907850192,0.28880955259393665,0.0,56896.0,14224.0,1.0,0.0,1402048.5
2683,2016,NONRESIDENTIAL,Worship Facility,NORTHWEST,1.0,2.0,Worship Facility,60.0,14.79,47.67783,-122.32577,38.0,0.5954864484073481,0.4045133350010884,0.0,27500.0,13750.0,1.0,0.0,577123.125
2684,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,2.0,Office,90.0,3.78,47.59856,-122.33248,86.0,0.999999423371425,0.0,0.0,36630.0,18315.0,1.0,0.0,541943.3125
2685,2016,NONRESIDENTIAL,Office,DOWNTOWN,0.0,3.0,Office,,60.93,47.59954,-122.33115,,0.5220429251542147,0.47795719392817926,0.0,,8943.333333333334,1.0,0.0,2099386.75
2686,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,5.0,Office,95.0,7.69,47.59971,-122.33065,110.0,1.0000002265324295,0.0,0.0,41920.0,8384.0,1.0,0.0,1103594.75
2687,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,5.0,Office,92.0,26.94,47.60048,-122.33157,111.0,0.7713579265727859,0.22864191083301721,0.0,36879.0,7375.8,1.0,0.0,1537570.25
2688,2016,NONRESIDENTIAL,Other,DOWNTOWN,1.0,6.0,Other,,35.72,47.60055,-122.33057,112.0,0.6678056391231186,0.332193970728746,0.0,29820.0,4970.0,1.0,0.0,1601955.625
2692,2016,NONRESIDENTIAL,Office,DOWNTOWN,0.0,2.0,Office,70.0,7.52,47.60026,-122.3299,111.0,1.000000231795747,0.0,0.0,,16820.0,1.0,0.0,1078535.75
2693,2016,NONRESIDENTIAL,Entrepot,DOWNTOWN,1.0,4.0,Non-Refrigerated Warehouse,18.0,10.92,47.59986,-122.32987,110.0,1.0000001595363746,0.0,0.0,43484.0,10871.0,1.0,0.0,1567040.75
2697,2016,NONRESIDENTIAL,Mixed Use Property,DOWNTOWN,1.0,3.0,Office,,6.84,47.599,-122.32717,,0.9999998725801863,0.0,0.0,22480.0,7493.333333333333,1.0,0.0,981009.125
2698,2016,NONRESIDENTIAL,Hotel,DOWNTOWN,1.0,4.0,Hotel,49.0,173.67,47.5985,-122.32677,91.0,0.3762256999702424,0.6237741970978768,0.0,33018.0,8254.5,1.0,0.0,4857581.5
2700,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,2.0,Office,91.0,11.18,47.5962,-122.32548,46.0,0.9055129991295521,0.09448731746602723,0.0,26510.0,13255.0,1.0,0.0,987063.6875
2714,2016,NONRESIDENTIAL,Entrepot,LAKE UNION,1.0,1.0,Non-Refrigerated Warehouse,80.0,6.76,47.65429,-122.32618,78.0,0.9955261889282743,0.004473612114830227,0.0,40028.0,40028.0,1.0,0.0,942415.1875
2715,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,3.0,Office,23.0,15.25,47.65373,-122.32721,9.0,0.9999998857430784,0.0,0.0,44510.0,14836.666666666666,0.5904740507751067,0.40952594922489327,2188051.25
2716,2016,NONRESIDENTIAL,Worship Facility,NORTH,1.0,1.0,Worship Facility,90.0,20.96,47.71705,-122.28577,62.0,0.46966082309927815,0.530339926877285,0.0,21624.0,21624.0,1.0,0.0,666687.5
2719,2016,SCHOOL,School,NORTHWEST,1.0,1.0,K-12 School,83.0,72.69,47.6763,-122.3285,46.0,0.41681699344729817,0.5831832395873702,0.0,42239.0,42239.0,1.0,0.0,2145603.5
2721,2016,SCHOOL,School,NORTHWEST,1.0,3.0,K-12 School,89.0,30.22,47.66828,-122.3266,91.0,0.6843343972315483,0.3156657809460124,0.0,51360.0,17120.0,1.0,0.0,1403094.75
2724,2016,NONRESIDENTIAL,Office,DOWNTOWN,0.0,3.0,Office,,32.42,47.59819,-122.32599,23.0,0.6945538170448762,0.30544577689386365,0.0,,7200.0,1.0,0.0,1539176.625
2725,2016,NONRESIDENTIAL,Mixed Use Property,DOWNTOWN,1.0,3.0,Multifamily Housing,,20.78,47.59769,-122.32537,107.0,0.5486055633644416,0.45139460386928676,0.0,20620.0,6873.333333333333,1.0,0.0,747456.875
2728,2016,NONRESIDENTIAL,Hotel,DOWNTOWN,1.0,5.0,Hotel,99.0,53.25,47.59983,-122.32598,106.0,0.18950060339863356,0.8104995007523346,0.0,40552.0,8110.4,1.0,0.0,1200180.875
2736,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,3.0,Office,,10.04,47.60105,-122.32542,107.0,0.9999997395059765,0.0,0.0,31432.0,10477.333333333334,1.0,0.0,1439572.375
2738,2016,NONRESIDENTIAL,Retail Store,DOWNTOWN,1.0,2.0,Retail Store,,6.73,47.59935,-122.32468,99.0,0.09230270371908873,0.11746872618628477,0.0,24550.0,12275.0,1.0,0.0,977230.3125
2744,2016,SCHOOL,School,LAKE UNION,1.0,2.0,K-12 School,80.0,47.78,47.65753,-122.32405,16.0,0.7135561071844345,0.28644368157141986,0.0,61052.0,30526.0,1.0,0.0,2366929.5
2747,2016,NONRESIDENTIAL,Other,CENTRAL,1.0,3.0,Social/Meeting Hall,,34.61,47.60285,-122.31458,108.0,0.42163625951747513,0.5783634360899296,0.0,25864.0,8621.333333333334,1.0,0.0,1028277.313
2751,2016,NONRESIDENTIAL,Other,NORTHEAST,1.0,3.0,Other,,42.71,47.66192,-122.30998,92.0,0.38448568286316237,0.6155143171368377,0.0,20686.0,6895.333333333333,1.0,0.0,1207504.0
2752,2016,NONRESIDENTIAL,Hotel,NORTHEAST,1.0,3.0,Residence Hall/Dormitory,82.0,4.45,47.6617,-122.31007,87.0,1.0,0.0,0.0,22124.0,7374.666666666667,1.0,0.0,637685.0
2755,2016,NONRESIDENTIAL,Hotel,NORTHEAST,1.0,3.0,Residence Hall/Dormitory,82.0,65.95,47.66289,-122.30863,90.0,0.25465334497644604,0.7453467334177953,0.0,27487.0,9162.333333333334,1.0,0.0,1594504.875
2756,2016,NONRESIDENTIAL,Hotel,NORTHEAST,1.0,4.0,Residence Hall/Dormitory,55.0,53.65,47.66164,-122.30874,90.0,0.44911730582863857,0.5508825432434794,0.0,23616.0,5904.0,1.0,0.0,1656420.25
2758,2016,NONRESIDENTIAL,Hotel,NORTHEAST,1.0,3.0,Residence Hall/Dormitory,78.0,6.96,47.66238,-122.30801,40.0,0.9999994993158151,0.0,0.0,33448.0,11149.333333333334,1.0,0.0,998633.5
2759,2016,NONRESIDENTIAL,Mixed Use Property,EAST,0.0,2.0,Other,,81.24,47.60153,-122.31986,11.0,0.3571125801534979,0.6428874198465021,0.0,,14754.0,0.7587095025077945,0.2412904974922055,2217620.0
2760,2016,NONRESIDENTIAL,Medical,CENTRAL,1.0,2.0,Senior Care Community,48.0,249.46,47.60133,-122.31088,29.0,0.49719341357887736,0.5028065259506369,0.0,74840.0,37420.0,1.0,0.0,8268496.5
2761,2016,NONRESIDENTIAL,Other,CENTRAL,1.0,3.0,Performing Arts,,104.74,47.60133,-122.31088,103.0,0.23324769882529509,0.7667523011747049,0.0,20992.0,6997.333333333333,1.0,0.0,2473302.0
2762,2016,NONRESIDENTIAL,School,CENTRAL,1.0,2.0,K-12 School,40.0,55.23,47.6032,-122.30596,91.0,0.3648937251442314,0.6351064390489471,0.0,22344.0,11172.0,1.0,0.0,1522596.75
2766,2016,NONRESIDENTIAL,School,EAST,1.0,3.0,College/University,,96.2,47.62531,-122.32303,95.0,0.30562953651514535,0.6943704634848546,0.0,31900.0,10633.333333333334,1.0,0.0,2466100.0
2767,2016,NONRESIDENTIAL,Other,BALLARD,1.0,2.0,Other,,56.25,47.68475,-122.38257,66.0,0.4038911622605039,0.5961087611219053,0.0,29417.0,14708.5,1.0,0.0,1631479.125
2768,2016,NONRESIDENTIAL,Mixed Use Property,DOWNTOWN,1.0,3.0,Office,,9.23,47.59737,-122.32487,107.0,0.2798805415778292,0.0,0.0,49299.0,16433.0,1.0,0.0,4729846.5
2772,2016,NONRESIDENTIAL,Supermarket,SOUTHWEST,1.0,1.0,Supermarket/Grocery Store,,404.21,47.58217,-122.38479,19.0,0.4844015946335373,0.5155984053664627,0.0,31841.0,31841.0,1.0,0.0,13140574.0
2775,2016,NONRESIDENTIAL,Mixed Use Property,EAST,1.0,2.0,Parking,,78.36,47.627,-122.29153,28.0,0.530343556198956,0.4696562610399145,0.0,21036.0,10518.0,1.0,0.0,2735811.5
2777,2016,NONRESIDENTIAL,Mixed Use Property,NORTHEAST,1.0,2.0,Parking,9.0,39.4,47.66272,-122.31798,17.0,0.9999998230787099,0.0,0.0,32928.0,16464.0,1.0,0.0,5652231.0
2779,2016,SCHOOL,School,NORTHEAST,1.0,2.0,K-12 School,94.0,83.76,47.6622,-122.27796,88.0,0.3088243532696689,0.6911759946951602,0.0,54943.0,27471.5,1.0,0.0,2155390.25
2780,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,33.0,29.7,47.54761,-122.32759,56.0,0.6805716309345559,0.31942800360056006,0.0,44476.0,44476.0,1.0,0.0,1368120.5
2781,2016,NONRESIDENTIAL,Office,GREATER DUWAMISH,1.0,1.0,Office,66.0,27.06,47.54494,-122.32543,47.0,0.6982950983038981,0.3017047087182197,0.0,35017.0,35017.0,1.0,0.0,1295485.25
2782,2016,NONRESIDENTIAL,Hotel,NORTHEAST,1.0,3.0,Residence Hall/Dormitory,66.0,60.83,47.66281,-122.30819,66.0,0.34343979922188295,0.6565604304873457,0.0,29084.0,9694.666666666666,1.0,0.0,1632498.625
2792,2016,NONRESIDENTIAL,Worship Facility,SOUTHEAST,1.0,2.0,Worship Facility,98.0,19.28,47.58671,-122.30201,53.0,0.263196872202688,0.7368037917491239,0.0,22952.0,11476.0,1.0,0.0,470666.6875
2806,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,43.0,19.14,47.54443,-122.32688,40.0,0.4506339322377053,0.5493658566450729,0.0,21040.0,21040.0,1.0,0.0,592088.125
2807,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,2.0,Non-Refrigerated Warehouse,52.0,46.61,47.54491,-122.32758,65.0,0.3864578957129286,0.6135421042870715,0.0,28032.0,14016.0,1.0,0.0,1321065.0
2808,2016,NONRESIDENTIAL,Distribution Center,GREATER DUWAMISH,1.0,1.0,Distribution Center,82.0,20.46,47.54333,-122.32792,42.0,0.34515837085572404,0.6548412884360094,0.0,25620.0,25620.0,1.0,0.0,550324.1875
2809,2016,NONRESIDENTIAL,Entrepot,DOWNTOWN,1.0,3.0,Non-Refrigerated Warehouse,14.0,11.38,47.59775,-122.32219,24.0,1.0,0.0,0.0,33238.0,11079.333333333334,1.0,0.0,1632472.0
2810,2016,NONRESIDENTIAL,School,EAST,1.0,4.0,K-12 School,8.0,38.36,47.60745,-122.32542,104.0,0.4473058574205173,0.5526943541876732,0.0,27800.0,6950.0,1.0,0.0,1181428.75
2812,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,6.0,Office,82.0,92.52,47.60331,-122.33389,16.0,0.9999998492919018,0.0,0.0,706176.0,117696.0,1.0,0.0,13270687.0
2816,2016,NONRESIDENTIAL,Supermarket,SOUTHWEST,1.0,1.0,Supermarket/Grocery Store,22.0,206.33,47.54427,-122.38609,18.0,0.6363597227801636,0.3636402772198363,0.0,33706.0,33706.0,1.0,0.0,8687690.0
2818,2016,NONRESIDENTIAL,Mixed Use Property,MAGNOLIA / QUEEN ANNE,1.0,2.0,Non-Refrigerated Warehouse,,93.55,47.65532,-122.37133,55.0,0.2174507534586715,0.7825490163124096,0.0,37600.0,18800.0,1.0,0.0,2171751.5
2828,2016,SCHOOL,School,NORTHWEST,1.0,1.0,K-12 School,93.0,49.55,47.70597,-122.36113,62.0,0.522747954946667,0.4772517525372117,0.0,42128.0,42128.0,1.0,0.0,1709307.5
2834,2016,SCHOOL,School,BALLARD,1.0,2.0,K-12 School,96.0,61.25,47.68644,-122.38905,84.0,0.3410452530994048,0.6589549757416988,0.0,44753.0,22376.5,1.0,0.0,1638691.625
2839,2016,NONRESIDENTIAL,Other,EAST,1.0,3.0,Other,,19.61,47.61314,-122.32262,104.0,0.7211861777079168,0.067084306214741,0.21173003278546756,33708.0,11236.0,1.0,0.0,786324.0
2858,2016,NONRESIDENTIAL,Other,NORTH,1.0,2.0,Other,,41.7,47.73368,-122.31366,68.0,1.0,0.0,0.0,47237.0,23618.5,1.0,0.0,5981430.0
2871,2016,SCHOOL,School,BALLARD,1.0,2.0,K-12 School,91.0,11.06,47.67363,-122.39152,27.0,1.0000001575906283,0.0,0.0,57298.0,28649.0,1.0,0.0,1586388.75
2873,2016,NONRESIDENTIAL,Supermarket,NORTHEAST,1.0,1.0,Supermarket/Grocery Store,18.0,364.27,47.68217,-122.31675,19.0,0.5833439761600682,0.416655880017949,0.0,76585.0,76585.0,0.4961807142390808,0.5038192857609193,13906080.0
2874,2016,NONRESIDENTIAL,Worship Facility,NORTHEAST,1.0,3.0,Worship Facility,75.0,38.18,47.66295,-122.31494,78.0,0.2929552516188983,0.7070447483811018,0.0,26373.0,8791.0,1.0,0.0,964236.0
2878,2016,NONRESIDENTIAL,Office,CENTRAL,6.0,2.0,Office,,25.14,47.60207,-122.28481,60.0,1.0000000693337079,0.0,0.0,12644.666666666666,37934.0,1.0,0.0,3605749.75
2881,2016,NONRESIDENTIAL,Mixed Use Property,EAST,1.0,2.0,Other,,51.89,47.62164,-122.31238,69.0,0.45164834156808364,0.5483515029565964,0.0,21656.0,10828.0,1.0,0.0,1607972.25
2889,2016,NONRESIDENTIAL,Distribution Center,MAGNOLIA / QUEEN ANNE,1.0,3.0,Distribution Center,,2.94,47.63319,-122.36294,95.0,1.0,0.0,0.0,23040.0,7680.0,1.0,0.0,421430.0
